tract,white_hh,black_hh,latino_hh,asian_hh,oth_hh,non_white_hh,white_owners,black_owners,latino_owners,asian_owners,oth_owners,non_white_owners,loans_white,loans_black,loans_latino,loans_asian,loans_oth,loans_non_white,loans_miss,amount_white,amount_black,amount_latino,amount_asian,amount_oth,amount_non_white,amount_miss,loans_lmi,loans_mi,loans_ui,amount_lmi,amount_mi,amount_ui,loans_low_inc,amount_low_inc,total_owners,total_hh,total_loans,total_loan_amount,white_hh_share,black_hh_share,latino_hh_share,asian_hh_share,oth_hh_share,non_white_hh_share,white_own_shr,black_own_shr,latino_own_shr,asian_own_shr,oth_own_shr,non_white_own_shr,loans_white_shr,loans_black_shr,loans_latino_shr,loans_asian_shr,loans_oth_shr,loans_non_white_shr,loans_miss_shr,community_def_race,med_income_msa_shr,income_level,low_inc,loans_lmi_shr,loans_mi_shr,loans_ui_shr,community_area,sb_count,sb_amount,loan_to_sb_count,loan_to_sb_amount,ams_res,ams_bus,ams_oth,loans_Bank,loans_Credit_Union,loans_IMB,loans_Other,volume_Bank,volume_Credit_Union,volume_IMB,volume_Other,top_3_shr,loans_Large,loans_Medium,loans_Small,volume_Large,volume_Medium,volume_Small,loans_cra,cra_non_white_bor,retail_area_loans
460600,0,270,112,0,7,389,0,103,100,0,7,210,1,10,2,0,0,12,1,135000,2160000,130000,0,0,2290000,165000,9,3,2,1595000,795000,200000,6,1290000,210,389,13,2425000,0,0.694087404,0.287917738,0,0.017994859,1,0,0.49047619,0.476190476,0,0.033333333,1,0.076923077,0.769230769,0.153846154,0,0,0.923076923,0.076923077,Minority Com,43.13,LMI,not_low,0.642857143,0.214285714,0.142857143,South Chicago,19,278,11,102,334,14,55,1,0,12,0,165000,0,2260000,0,0.538461538,1,0,0,165000,0,0,1,1,NA
460700,36,532,364,10,11,917,18,78,140,0,7,225,1,5,4,0,1,10,1,155000,1225000,580000,0,0,1805000,315000,7,3,2,1515000,565000,560000,6,1450000,243,953,11,1960000,0.037775446,0.558237146,0.381951731,0.010493179,0.011542497,0.962224554,0.074074074,0.320987654,0.576131687,0,0.028806584,0.925925926,0.090909091,0.454545455,0.363636364,0,0.090909091,0.909090909,0.090909091,Minority Com,27.69,LMI,not_low,0.583333333,0.25,0.166666667,South Chicago,17,335,7,179,963,74,265,4,0,6,1,560000,0,1510000,255000,0.272727273,2,0,2,290000,0,270000,2,2,NA
461000,30,476,181,0,1,658,0,9,82,0,1,92,0,3,0,0,0,3,1,0,625000,0,0,0,625000,355000,2,2,0,350000,630000,0,2,350000,92,688,3,625000,0.043604651,0.691860465,0.263081395,0,0.001453488,0.956395349,0,0.097826087,0.891304348,0,0.010869565,1,0,1,0,0,0,1,0.333333333,Minority Com,31.34,LMI,not_low,0.5,0.5,0,South Chicago,71,7823,29,1363,882,151,107,NA,0,3,0,NA,0,625000,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
470100,0,850,12,0,26,888,0,404,12,0,17,433,2,53,8,0,0,61,5,360000,8325000,1080000,0,0,9405000,745000,50,14,3,7030000,2630000,705000,31,4425000,433,888,63,9765000,0,0.957207207,0.013513514,0,0.029279279,1,0,0.933025404,0.027713626,0,0.03926097,1,0.031746032,0.841269841,0.126984127,0,0,0.968253968,0.079365079,Minority Com,50.14,LMI,low_inc,0.746268657,0.208955224,0.044776119,Burnside,108,6130,42,291,1078,98,66,17,1,45,0,2845000,155000,6765000,0,0.333333333,5,4,8,1065000,610000,1170000,10,10,NA
480100,5,932,0,0,12,944,5,668,0,0,8,676,2,49,0,1,0,50,5,390000,9405000,0,155000,0,9560000,1225000,28,21,8,4790000,4795000,1590000,23,4165000,681,949,52,9950000,0.005268704,0.982086407,0,0,0.012644889,0.994731296,0.007342144,0.980910426,0,0,0.01174743,0.992657856,0.038461538,0.942307692,0,0.019230769,0,0.961538462,0.096153846,Minority Com,101,MI,not_low,0.49122807,0.368421053,0.140350877,Calumet Heights,104,2271,48,882,951,77,43,5,0,47,0,995000,0,8955000,0,0.384615385,2,0,3,350000,0,645000,2,2,NA
480200,0,461,10,0,39,510,0,251,10,0,31,292,0,15,1,0,1,17,7,0,3605000,255000,0,0,3860000,1625000,8,12,4,1710000,3050000,920000,7,1615000,292,510,17,3860000,0,0.903921569,0.019607843,0,0.076470588,1,0,0.859589041,0.034246575,0,0.106164384,1,0,0.882352941,0.058823529,0,0.058823529,1,0.411764706,Minority Com,55.75,LMI,low_inc,0.333333333,0.5,0.166666667,Calumet Heights,50,1721,15,147,571,39,68,3,0,14,0,585000,0,3470000,0,0.529411765,1,0,2,155000,0,430000,2,0,NA
480300,14,527,5,0,0,532,0,299,0,0,0,299,0,25,0,0,0,25,0,0,5315000,0,0,0,5315000,0,8,13,4,1440000,3145000,730000,4,760000,299,546,25,5315000,0.025641026,0.965201465,0.009157509,0,0,0.974358974,0,1,0,0,0,1,0,1,0,0,0,1,0,Minority Com,85.65,MI,not_low,0.32,0.52,0.16,Calumet Heights,49,1060,17,603,594,34,72,4,0,21,0,700000,0,4615000,0,0.36,3,0,1,515000,0,185000,2,2,NA
480400,16,2117,13,0,19,2149,16,1776,13,0,19,1808,1,136,8,0,4,148,28,175000,27380000,1420000,0,0,28800000,5460000,87,65,25,15815000,13855000,5255000,71,13485000,1824,2165,149,28975000,0.0073903,0.977829099,0.006004619,0,0.008775982,0.9926097,0.00877193,0.973684211,0.007127193,0,0.010416667,0.99122807,0.006711409,0.912751678,0.053691275,0,0.026845638,0.993288591,0.187919463,Minority Com,73.64,LMI,low_inc,0.491525424,0.367231638,0.141242938,Calumet Heights,165,3252,81,1110,2403,73,62,43,0,105,1,8175000,0,21015000,275000,0.33557047,18,7,18,3640000,1275000,3260000,26,25,1
480500,53,899,159,9,0,1067,46,561,54,9,0,624,2,48,1,0,0,49,6,90000,8610000,265000,0,0,8875000,1170000,38,18,1,6190000,3580000,365000,30,5070000,670,1120,51,8965000,0.047321429,0.802678571,0.141964286,0.008035714,0,0.952678571,0.068656716,0.837313433,0.080597015,0.013432836,0,0.931343284,0.039215686,0.941176471,0.019607843,0,0,0.960784314,0.117647059,Minority Com,72.57,LMI,low_inc,0.666666667,0.315789474,0.01754386,Calumet Heights,73,1091,32,396,2028,196,76,10,3,38,0,1990000,495000,6480000,0,0.333333333,5,1,4,965000,235000,790000,7,6,NA
490300,30,829,0,0,12,841,15,558,0,0,12,570,1,40,7,0,0,47,9,95000,6880000,1185000,0,0,8065000,1565000,28,20,9,4070000,3440000,2215000,24,3680000,585,871,48,8160000,0.034443169,0.951779564,0,0,0.013777268,0.965556831,0.025641026,0.953846154,0,0,0.020512821,0.974358974,0.020833333,0.833333333,0.145833333,0,0,0.979166667,0.1875,Minority Com,76.49,LMI,low_inc,0.49122807,0.350877193,0.157894737,Roseland,50,597,22,298,939,24,15,15,2,31,0,2575000,280000,5305000,0,0.354166667,3,3,9,715000,695000,1165000,6,6,NA
490400,0,347,0,0,0,347,0,192,0,0,0,192,0,18,3,0,0,21,3,0,3620000,645000,0,0,4265000,485000,18,5,1,3460000,995000,295000,14,2860000,192,347,21,4265000,0,1,0,0,0,1,0,1,0,0,0,1,0,0.857142857,0.142857143,0,0,1,0.142857143,Minority Com,102.69,MI,not_low,0.75,0.208333333,0.041666667,Roseland,33,335,14,153,431,8,21,3,0,18,0,555000,0,3710000,0,0.523809524,0,0,3,0,0,555000,0,0,NA
490500,0,694,6,0,16,716,0,459,0,0,16,475,0,63,2,0,1,66,13,0,11635000,450000,0,0,12085000,2435000,37,38,4,6255000,7440000,1060000,30,5410000,475,716,66,12085000,0,0.969273743,0.008379888,0,0.022346369,1,0,0.966315789,0,0,0.033684211,1,0,0.954545455,0.03030303,0,0.015151515,1,0.196969697,Minority Com,72.42,LMI,low_inc,0.46835443,0.481012658,0.050632911,Roseland,42,440,21,107,749,22,42,24,3,39,0,4040000,625000,7655000,0,0.257575758,10,4,10,1740000,750000,1550000,16,15,NA
490600,28,512,0,7,0,519,0,387,0,0,0,387,0,33,5,0,0,38,5,0,5575000,875000,0,0,6450000,595000,32,11,0,5010000,2035000,0,21,3475000,387,547,38,6450000,0.0511883,0.936014625,0,0.012797075,0,0.9488117,0,1,0,0,0,1,0,0.868421053,0.131578947,0,0,1,0.131578947,Minority Com,67.81,LMI,low_inc,0.744186047,0.255813953,0,Roseland,46,336,20,105,580,40,7,12,0,26,0,1990000,0,4460000,0,0.315789474,2,5,5,290000,735000,965000,8,7,NA
490700,0,927,4,0,0,931,0,671,4,0,0,675,0,65,4,0,0,69,10,0,9425000,560000,0,0,9985000,1510000,65,12,2,9485000,1640000,370000,36,5860000,675,931,69,9985000,0,0.995703545,0.004296455,0,0,1,0,0.994074074,0.005925926,0,0,1,0,0.942028986,0.057971014,0,0,1,0.144927536,Minority Com,52.78,LMI,low_inc,0.82278481,0.151898734,0.025316456,Roseland,51,1368,20,945,1035,17,9,18,2,49,0,2760000,250000,6975000,0,0.289855072,9,2,7,1615000,300000,845000,9,7,NA
490800,27,1393,0,13,14,1420,27,895,0,13,5,913,1,83,7,0,1,91,21,255000,13395000,1255000,0,0,14650000,2535000,79,27,6,11615000,4955000,1040000,55,8525000,940,1447,92,14905000,0.018659295,0.96268141,0,0.008984105,0.00967519,0.981340705,0.028723404,0.95212766,0,0.013829787,0.005319149,0.971276596,0.010869565,0.902173913,0.076086957,0,0.010869565,0.989130435,0.22826087,Minority Com,66.35,LMI,low_inc,0.705357143,0.241071429,0.053571429,Roseland,74,1129,31,345,1439,66,67,21,1,70,0,3695000,155000,11350000,0,0.315217391,10,1,10,1580000,245000,1870000,12,12,NA
490901,0,1318,26,0,9,1353,0,470,0,0,0,470,0,58,3,0,2,63,4,0,10330000,395000,0,0,10725000,540000,51,10,6,8055000,2130000,1420000,40,6520000,470,1353,63,10725000,0,0.974131559,0.019216556,0,0.006651885,1,0,1,0,0,0,1,0,0.920634921,0.047619048,0,0.031746032,1,0.063492063,Minority Com,61.38,LMI,low_inc,0.76119403,0.149253731,0.089552239,Roseland,55,580,24,124,3126,157,316,17,0,46,0,2805000,0,8260000,0,0.26984127,7,3,7,1145000,465000,1195000,11,10,NA
490902,0,1759,37,10,23,1829,0,932,30,0,0,962,0,104,4,0,0,108,11,0,17290000,560000,0,0,17850000,1855000,81,25,12,12455000,4435000,2630000,50,8740000,962,1829,108,17850000,0,0.96172772,0.020229634,0.005467469,0.012575178,1,0,0.968814969,0.031185031,0,0,1,0,0.962962963,0.037037037,0,0,1,0.101851852,Minority Com,62.18,LMI,low_inc,0.686440678,0.211864407,0.101694915,Roseland,132,1634,64,633,2080,89,109,34,2,72,0,5240000,290000,12320000,0,0.314814815,11,9,14,1795000,1295000,2150000,21,20,NA
491000,0,925,9,7,44,985,0,464,9,0,37,510,0,34,5,1,0,40,7,0,4600000,865000,165000,0,5630000,725000,39,5,3,4895000,845000,615000,15,2195000,510,985,40,5630000,0,0.939086294,0.009137056,0.007106599,0.044670051,1,0,0.909803922,0.017647059,0,0.07254902,1,0,0.85,0.125,0.025,0,1,0.175,Minority Com,36.44,LMI,not_low,0.829787234,0.106382979,0.063829787,Roseland,57,1564,25,1008,1758,67,62,6,1,33,0,900000,95000,4635000,0,0.3,3,1,2,415000,145000,340000,5,3,NA
491100,10,1325,38,0,26,1389,10,1025,10,0,0,1035,1,90,5,0,0,95,12,125000,15280000,825000,0,0,16105000,2290000,69,34,5,10555000,6780000,1185000,50,7670000,1045,1399,96,16230000,0.007147963,0.947105075,0.027162259,0,0.018584703,0.992852037,0.009569378,0.980861244,0.009569378,0,0,0.990430622,0.010416667,0.9375,0.052083333,0,0,0.989583333,0.125,Minority Com,72.55,LMI,low_inc,0.638888889,0.314814815,0.046296296,Roseland,113,4071,53,2216,1586,143,31,35,0,61,0,6645000,0,9585000,0,0.3125,16,5,14,2950000,845000,2850000,20,19,1
491200,29,563,26,0,38,627,17,392,10,0,38,440,3,43,3,0,0,46,6,195000,7825000,605000,0,0,8430000,1010000,37,16,2,6135000,2990000,510000,27,4865000,457,656,49,8625000,0.044207317,0.858231707,0.039634146,0,0.057926829,0.955792683,0.037199125,0.857768053,0.021881838,0,0.083150985,0.962800875,0.06122449,0.87755102,0.06122449,0,0,0.93877551,0.12244898,Minority Com,50.89,LMI,low_inc,0.672727273,0.290909091,0.036363636,Roseland,59,1361,27,433,810,54,33,19,1,29,0,3385000,145000,5095000,0,0.387755102,8,3,8,1460000,665000,1260000,14,13,1
491300,0,600,0,0,10,610,0,286,0,0,0,286,0,27,3,0,0,30,4,0,4455000,285000,0,0,4740000,580000,26,5,3,3970000,925000,425000,15,2445000,286,610,30,4740000,0,0.983606557,0,0,0.016393443,1,0,1,0,0,0,1,0,0.9,0.1,0,0,1,0.133333333,Minority Com,27.56,LMI,not_low,0.764705882,0.147058824,0.088235294,Roseland,41,619,10,105,899,41,40,2,1,27,0,210000,115000,4415000,0,0.533333333,2,0,0,210000,0,0,2,2,NA
491400,22,1085,0,0,24,1109,9,238,0,0,0,238,1,26,0,0,0,26,1,155000,5190000,0,0,0,5190000,215000,15,9,4,2505000,2285000,770000,9,1765000,247,1131,27,5345000,0.019451813,0.959328028,0,0,0.021220159,0.980548187,0.036437247,0.963562753,0,0,0,0.963562753,0.037037037,0.962962963,0,0,0,0.962962963,0.037037037,Minority Com,33.93,LMI,not_low,0.535714286,0.321428571,0.142857143,Roseland,126,2335,59,1184,1056,232,270,5,0,22,0,1045000,0,4300000,0,0.37037037,1,1,3,135000,215000,695000,2,2,NA
500100,24,1476,24,0,0,1500,11,727,24,0,0,751,1,56,2,0,0,58,4,185000,9030000,250000,0,0,9280000,680000,43,18,1,6725000,3070000,205000,33,5555000,762,1524,59,9465000,0.015748031,0.968503937,0.015748031,0,0,0.984251969,0.014435696,0.954068241,0.031496063,0,0,0.985564304,0.016949153,0.949152542,0.033898305,0,0,0.983050847,0.06779661,Minority Com,67.57,LMI,low_inc,0.693548387,0.290322581,0.016129032,Pullman,85,4599,39,428,1678,94,12,25,0,34,0,3895000,0,5570000,0,0.288135593,7,8,10,995000,1110000,1790000,18,16,NA
500200,7,778,0,0,47,825,7,267,0,0,10,277,1,21,0,0,0,21,1,75000,2775000,0,0,0,2775000,185000,15,7,1,1685000,1215000,135000,5,645000,284,832,22,2850000,0.008413462,0.935096154,0,0,0.056490385,0.991586538,0.024647887,0.940140845,0,0,0.035211268,0.975352113,0.045454545,0.954545455,0,0,0,0.954545455,0.045454545,Minority Com,57.04,LMI,low_inc,0.652173913,0.304347826,0.043478261,Pullman,69,5962,28,1250,830,51,40,5,0,17,0,605000,0,2245000,0,0.5,2,0,3,160000,0,445000,2,2,NA
500300,302,353,107,2,44,506,234,58,37,2,0,97,13,4,9,0,0,13,5,1435000,540000,935000,0,0,1475000,615000,13,14,4,1235000,1860000,430000,8,790000,331,808,26,2910000,0.373762376,0.436881188,0.132425743,0.002475248,0.054455446,0.626237624,0.70694864,0.175226586,0.111782477,0.006042296,0,0.29305136,0.5,0.153846154,0.346153846,0,0,0.5,0.192307692,Mixed Com,45.9,LMI,not_low,0.419354839,0.451612903,0.129032258,Pullman,38,5619,13,64,828,39,17,8,1,17,0,900000,95000,1915000,0,0.269230769,3,1,4,275000,75000,550000,5,3,NA
510100,158,122,739,0,1,862,119,37,364,0,1,402,1,10,37,0,0,47,7,125000,1530000,4875000,0,0,6405000,935000,42,11,1,5770000,1415000,125000,17,2535000,521,1020,48,6530000,0.154901961,0.119607843,0.724509804,0,9.80E-04,0.845098039,0.22840691,0.071017274,0.69865643,0,0.001919386,0.77159309,0.020833333,0.208333333,0.770833333,0,0,0.979166667,0.145833333,Minority Com,53.55,LMI,low_inc,0.777777778,0.203703704,0.018518519,South Deering,82,2137,45,529,973,68,57,19,4,25,0,2295000,380000,3855000,0,0.1875,13,2,4,1615000,200000,480000,15,15,NA
510200,77,911,128,0,18,1057,77,644,128,0,4,776,3,31,10,0,1,42,12,395000,3845000,1320000,0,0,5165000,1490000,46,10,1,5480000,1550000,125000,25,3145000,853,1134,45,5560000,0.067901235,0.80335097,0.11287478,0,0.015873016,0.932098765,0.090269637,0.754982415,0.150058617,0,0.004689332,0.909730363,0.066666667,0.688888889,0.222222222,0,0.022222222,0.933333333,0.266666667,Minority Com,64.64,LMI,low_inc,0.807017544,0.175438596,0.01754386,South Deering,57,2193,22,171,1141,48,9,21,0,24,0,2405000,0,3260000,0,0.288888889,10,4,7,960000,500000,945000,18,17,NA
510300,15,1971,14,0,0,1985,0,989,14,0,0,1003,2,43,8,0,1,52,11,130000,5285000,1070000,0,0,6355000,1065000,49,13,3,5725000,1605000,345000,23,3065000,1003,2000,54,6485000,0.0075,0.9855,0.007,0,0,0.9925,0,0.986041874,0.013958126,0,0,1,0.037037037,0.796296296,0.148148148,0,0.018518519,0.962962963,0.203703704,Minority Com,56.68,LMI,low_inc,0.753846154,0.2,0.046153846,South Deering,85,2501,31,364,2214,113,25,9,0,45,0,925000,0,5685000,0,0.333333333,3,3,3,285000,295000,345000,9,7,NA
520100,56,28,426,0,0,454,56,17,230,0,0,247,1,8,9,0,0,17,0,225000,1550000,1455000,0,0,3005000,0,15,2,1,2635000,370000,225000,11,2115000,303,510,18,3230000,0.109803922,0.054901961,0.835294118,0,0,0.890196078,0.184818482,0.056105611,0.759075908,0,0,0.815181518,0.055555556,0.444444444,0.5,0,0,0.944444444,0,Minority Com,56.72,LMI,low_inc,0.833333333,0.111111111,0.055555556,East Side,40,2538,22,1071,515,72,72,6,0,12,0,1060000,0,2170000,0,0.277777778,2,2,2,380000,450000,230000,4,4,NA
520200,121,115,764,0,0,879,58,0,275,0,0,275,0,7,20,0,1,28,4,0,945000,2430000,0,0,3375000,250000,26,5,1,2600000,905000,185000,14,1410000,333,1000,28,3375000,0.121,0.115,0.764,0,0,0.879,0.174174174,0,0.825825826,0,0,0.825825826,0,0.25,0.714285714,0,0.035714286,1,0.142857143,Minority Com,47.53,LMI,not_low,0.8125,0.15625,0.03125,East Side,40,2064,21,484,883,65,114,6,0,22,0,620000,0,2820000,0,0.392857143,1,2,3,85000,220000,315000,2,2,NA
520300,287,50,1417,0,0,1467,278,0,932,0,0,932,8,2,85,0,0,87,6,970000,410000,11885000,0,0,12295000,810000,82,17,2,10690000,2965000,420000,37,5465000,1210,1754,95,13265000,0.163625998,0.028506271,0.807867731,0,0,0.836374002,0.229752066,0,0.770247934,0,0,0.770247934,0.084210526,0.021052632,0.894736842,0,0,0.915789474,0.063157895,Minority Com,68.15,LMI,low_inc,0.811881188,0.168316832,0.01980198,East Side,85,2059,50,1293,1764,119,55,30,6,59,0,3680000,820000,8765000,0,0.189473684,14,4,12,1640000,580000,1460000,20,19,1
520400,259,47,994,0,0,1041,195,17,639,0,0,656,3,4,49,0,1,54,8,405000,770000,7635000,0,0,8405000,1480000,47,15,2,7335000,2625000,300000,27,4555000,851,1300,57,8810000,0.199230769,0.036153846,0.764615385,0,0,0.800769231,0.229142186,0.019976498,0.750881316,0,0,0.770857814,0.052631579,0.070175439,0.859649123,0,0.01754386,0.947368421,0.140350877,Minority Com,65.4,LMI,low_inc,0.734375,0.234375,0.03125,East Side,64,1047,45,585,1122,86,75,22,1,33,1,3290000,185000,5365000,125000,0.157894737,8,4,10,1150000,650000,1490000,12,12,2
520500,528,45,981,10,10,1046,462,9,825,10,10,854,9,4,84,1,0,89,20,1255000,610000,14630000,205000,0,15445000,3040000,68,39,11,10200000,7255000,2285000,41,6705000,1316,1574,98,16700000,0.33545108,0.028589581,0.623252859,0.00635324,0.00635324,0.66454892,0.35106383,0.006838906,0.626899696,0.007598784,0.007598784,0.64893617,0.091836735,0.040816327,0.857142857,0.010204082,0,0.908163265,0.204081633,Mixed Com,96.45,MI,not_low,0.576271186,0.330508475,0.093220339,East Side,58,1297,29,914,1496,13,33,33,5,60,0,5625000,725000,10350000,0,0.193877551,14,9,10,2560000,1565000,1500000,15,15,4
520600,251,0,574,0,0,574,244,0,399,0,0,399,3,1,42,0,0,43,6,205000,135000,6140000,0,0,6275000,820000,35,12,5,4985000,1530000,785000,23,3345000,643,825,46,6480000,0.304242424,0,0.695757576,0,0,0.695757576,0.379471229,0,0.620528771,0,0,0.620528771,0.065217391,0.02173913,0.913043478,0,0,0.934782609,0.130434783,Mixed Com,60.98,LMI,low_inc,0.673076923,0.230769231,0.096153846,East Side,41,2028,21,198,830,10,19,16,2,28,0,2010000,220000,4250000,0,0.260869565,9,2,5,1135000,240000,635000,14,12,NA
530100,5,347,375,0,33,755,5,103,242,0,17,362,0,8,1,0,0,9,2,0,1300000,135000,0,0,1435000,270000,10,1,0,1470000,235000,0,5,775000,367,760,9,1435000,0.006578947,0.456578947,0.493421053,0,0.043421053,0.993421053,0.013623978,0.280653951,0.659400545,0,0.046321526,0.986376022,0,0.888888889,0.111111111,0,0,1,0.222222222,Minority Com,48.55,LMI,not_low,0.909090909,0.090909091,0,West Pullman,32,976,12,189,830,91,107,4,0,5,0,600000,0,835000,0,0.444444444,1,1,2,185000,165000,250000,2,2,NA
530200,31,1341,0,0,0,1341,10,700,0,0,0,700,2,45,9,0,0,54,12,290000,6175000,1365000,0,0,7540000,1180000,50,16,2,6640000,2140000,230000,26,4020000,710,1372,56,7830000,0.022594752,0.977405248,0,0,0,0.977405248,0.014084507,0.985915493,0,0,0,0.985915493,0.035714286,0.803571429,0.160714286,0,0,0.964285714,0.214285714,Minority Com,37.3,LMI,not_low,0.735294118,0.235294118,0.029411765,West Pullman,70,2014,22,199,1840,60,58,13,1,42,0,2025000,155000,5650000,0,0.428571429,5,3,5,635000,445000,945000,10,7,1
530300,24,1427,0,0,82,1509,0,1122,0,0,23,1145,3,75,14,0,0,89,11,645000,10045000,1770000,0,0,11815000,1805000,81,18,4,10745000,2960000,560000,42,6140000,1145,1533,92,12460000,0.015655577,0.930854534,0,0,0.053489889,0.984344423,0,0.979912664,0,0,0.020087336,1,0.032608696,0.815217391,0.152173913,0,0,0.967391304,0.119565217,Minority Com,66.44,LMI,low_inc,0.786407767,0.174757282,0.038834951,West Pullman,77,2415,35,275,1681,57,23,24,1,67,0,3280000,95000,9085000,0,0.25,12,5,7,1400000,775000,1105000,18,17,NA
530400,16,700,19,0,6,725,16,574,19,0,6,599,0,45,1,0,2,48,10,0,6515000,175000,0,0,6690000,1350000,43,12,3,5475000,2200000,515000,28,3710000,615,741,48,6690000,0.021592443,0.944669366,0.025641026,0,0.008097166,0.978407557,0.02601626,0.933333333,0.030894309,0,0.009756098,0.97398374,0,0.9375,0.020833333,0,0.041666667,1,0.208333333,Minority Com,90.35,MI,not_low,0.74137931,0.206896552,0.051724138,West Pullman,64,1982,36,487,801,37,19,15,0,33,0,2225000,0,4615000,0,0.354166667,4,4,7,710000,520000,995000,6,6,NA
530501,39,1375,11,0,35,1421,20,835,0,0,5,840,4,75,9,0,0,84,12,420000,13105000,875000,0,0,13980000,1460000,74,22,4,10900000,4220000,740000,43,7195000,860,1460,88,14400000,0.026712329,0.941780822,0.007534247,0,0.023972603,0.973287671,0.023255814,0.970930233,0,0,0.005813953,0.976744186,0.045454545,0.852272727,0.102272727,0,0,0.954545455,0.136363636,Minority Com,62.77,LMI,low_inc,0.74,0.22,0.04,West Pullman,91,1753,42,852,1940,80,89,18,1,69,0,2990000,115000,11295000,0,0.284090909,9,3,6,1495000,615000,880000,11,11,1
530502,0,526,0,0,0,526,0,445,0,0,0,445,0,39,1,0,0,40,0,0,5905000,105000,0,0,6010000,0,32,7,1,4800000,1055000,155000,22,3450000,445,526,40,6010000,0,1,0,0,0,1,0,1,0,0,0,1,0,0.975,0.025,0,0,1,0,Minority Com,49.65,LMI,not_low,0.8,0.175,0.025,West Pullman,17,386,7,78,579,9,3,12,2,26,0,2070000,250000,3690000,0,0.3,3,2,7,475000,360000,1235000,5,5,NA
530503,9,1714,11,0,38,1763,9,1215,11,0,11,1237,3,115,14,0,4,133,14,265000,16905000,1830000,0,0,18735000,1740000,122,21,7,16970000,3335000,1045000,79,11415000,1246,1772,136,19000000,0.005079007,0.967268623,0.006207675,0,0.021444695,0.994920993,0.007223114,0.975120385,0.00882825,0,0.00882825,0.992776886,0.022058824,0.845588235,0.102941176,0,0.029411765,0.977941176,0.102941176,Minority Com,53.42,LMI,low_inc,0.813333333,0.14,0.046666667,West Pullman,70,1000,37,317,1941,62,31,29,3,103,1,4555000,365000,14455000,235000,0.338235294,13,3,13,2025000,525000,2005000,14,14,2
530600,12,889,10,0,41,940,12,402,10,0,11,423,3,48,7,0,0,55,8,245000,7250000,1025000,0,0,8275000,1130000,51,14,1,7515000,1980000,155000,34,5250000,435,952,58,8520000,0.012605042,0.933823529,0.010504202,0,0.043067227,0.987394958,0.027586207,0.924137931,0.022988506,0,0.025287356,0.972413793,0.051724138,0.827586207,0.120689655,0,0,0.948275862,0.137931034,Minority Com,34.29,LMI,not_low,0.772727273,0.212121212,0.015151515,West Pullman,49,829,11,230,1246,35,58,13,1,44,0,1995000,185000,6340000,0,0.448275862,0,3,10,0,345000,1650000,5,5,NA
540101,0,1413,78,7,0,1498,0,34,43,0,0,77,0,0,0,0,0,0,2,0,0,0,0,0,0,120000,2,0,0,120000,0,0,1,65000,77,1498,0,0,0,0.943257677,0.052069426,0.004672897,0,1,0,0.441558442,0.558441558,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,Inf,Minority Com,22.58,LMI,not_low,1,0,0,Riverdale,48,1144,19,616,1692,99,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540102,12,1110,7,0,0,1117,0,111,0,0,0,111,0,4,0,0,0,4,2,0,250000,0,0,0,250000,120000,6,0,0,370000,0,0,4,270000,111,1129,4,250000,0.010628875,0.983170948,0.006200177,0,0,0.989371125,0,1,0,0,0,1,0,1,0,0,0,1,0.5,Minority Com,23.42,LMI,not_low,1,0,0,Riverdale,47,1951,12,98,1136,45,227,NA,0,4,0,NA,0,250000,0,0.75,NA,NA,NA,NA,NA,NA,1,0,NA
550100,1054,163,1243,0,8,1414,866,0,861,0,6,867,20,13,112,0,1,126,16,3400000,2425000,17880000,0,0,20305000,2780000,99,38,25,15005000,6780000,4975000,58,9930000,1733,2468,146,23705000,0.427066451,0.066045381,0.503646677,0,0.003241491,0.572933549,0.499711483,0,0.496826313,0,0.003462204,0.500288517,0.136986301,0.089041096,0.767123288,0,0.006849315,0.863013699,0.109589041,Mixed Com,73.71,LMI,low_inc,0.611111111,0.234567901,0.154320988,Hegewisch,98,2249,48,667,2805,147,145,54,3,88,1,9130000,275000,14360000,215000,0.178082192,27,10,17,4785000,1670000,2675000,37,36,3
